Install_Dates,campaign_id,Country,1d_LTV,3d_LTV,7d_LTV,14d_LTV,30d_LTV,60d_LTV
2020-04-06,803588,RU,39.832248,44.6808391809464,55.628172,63.677261,73.832451,81.8041794300079
2020-04-13,788894,LV,0.027908,0.0392009988427162,0.039201,0.039201,0.039201,0.0392009988427162
2020-05-14,19115,IE,0.136006,0.143565997481346,0.251107,0.570342,0.60023,-1.0
2020-04-17,93399,NL,29.0495353719008,30.2877035140991,33.5702673719008,36.3495013719008,37.7829263719008,38.3474645614624
2020-04-30,92368,HK,0.094265,0.0942649990320205,0.094265,0.094265,0.094265,-1.0
2020-05-13,93687,NZ,4.070085,13.2661566734314,20.6593164347826,30.7130174347826,37.5500954347826,-1.0
2020-03-22,158583,CH,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,792410,GE,0.047175,0.0471750013530254,0.062219,0.062219,0.062219,-1.0
2020-05-09,792410,AR,2.432303,2.9343729019165,3.806255,4.590267,4.902393,-1.0
2020-05-16,787244,DE,4.90067,6.15884780883789,7.672219,10.364751,13.413565,-1.0
2020-04-26,93027,KR,0.697924,0.762798011302948,0.762798,0.762798,0.968363,-1.0
2020-05-06,92847,JP,1.980564,2.09125208854675,2.250223,2.250223,2.250223,-1.0
2020-05-06,791179,UA,15.8228833333333,15.8439722061157,22.2526183333333,24.4090183333333,24.4971363333333,-1.0
2020-05-01,95040,UA,20.2032093333333,22.1470665931702,27.5301363333333,31.1679523333333,33.2608413333333,-1.0
2020-05-15,794235,SL,0.004042,0.0040420000441372,0.004042,0.004042,0.004042,-1.0
2020-04-05,93101,KR,0.118831,0.118831001222134,0.118831,0.118831,0.118831,0.118831001222134
2020-04-09,786565,AU,4.423769,4.68677997589111,6.140995,6.728136,7.022828,7.17027187347412
2020-03-22,158583,AT,0.067885,0.133652999997139,0.133653,0.133653,0.133653,0.133652999997139
2020-04-24,90619,DE,28.1108325714286,39.1581878662109,47.4267347142857,50.7751577142857,52.4278587142857,-1.0
2020-05-02,19115,FR,2.184576,2.35244989395142,5.71119066666667,6.36972966666667,6.84150866666667,-1.0
2020-05-18,794235,DO,0.027309,0.0273090004920959,0.027309,0.0282619999999999,0.0282619999999999,-1.0
2020-04-19,793773,HN,0.0,0.0,0.0,0.0,0.0,-1.0
2020-05-07,794235,DZ,0.318787,0.349633008241653,0.405172,0.454442,0.460691,-1.0
2020-04-06,93761,NZ,0.163904,0.163903996348381,0.163904,0.163904,0.163904,0.163903996348381
2020-04-21,794235,GT,0.013031,0.0154809998348355,0.015481,0.015481,0.015481,-1.0
2020-04-19,791455,UA,2.67123,3.000981092453,3.468623,4.311909,4.832492,-1.0
2020-04-29,95525,UK,10.160947,11.4266557693481,13.321325,15.597299,16.650493,-1.0
2020-05-02,94248,QA,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-29,794235,ID,0.017106,0.0171060003340244,0.017106,0.017106,0.017106,-1.0
2020-03-25,161527,UA,9.196542,9.5525369644165,10.852033,13.008444,14.760366,17.5182938575745
2020-05-01,19115,IS,0.118933,0.199515998363495,0.199516,0.199516,0.199516,-1.0
2020-05-17,794235,KN,0.059632,0.0633499994874,0.072103,0.072103,0.072103,-1.0
2020-04-27,788127,IN,0.402709,0.62909197807312,1.078253,1.460978,1.883049,-1.0
2020-04-06,790653,SK,3.2925,3.6702709197998,4.568278,6.572107,8.133348,8.85197067260742
2020-04-19,19115,AU,0.047782,0.0477820001542568,0.047782,0.047782,0.08269,-1.0
2020-04-23,90375,CH,7.881705,9.82637405395508,12.280249,16.073282,16.884325,-1.0
2020-04-11,19115,RO,2.419424,2.50950908660889,2.626805,3.081827,3.145993,3.19402503967285
2020-04-13,789528,RO,11.575411,14.3584232330322,20.580958,24.246261,27.620727,31.890230178833
2020-04-09,792107,PH,2.784948,3.27226400375366,4.536468,4.922175,5.076513,5.09843683242798
2020-04-14,787708,FI,0.460578,0.466695010662079,0.468916,0.468916,0.468916,0.468915998935699
2020-04-15,19115,CZ,0.472083,0.481276988983154,0.806983,0.806983,0.820863,0.949777007102966
2020-04-15,786995,CH,15.170042,17.9228630065918,23.925599,31.381751,37.482852,41.5599204301834
2020-05-05,794235,MM,0.306196,0.323044985532761,0.412631,0.456612,0.619297,-1.0
2020-05-03,786918,BY,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-18,786843,BY,0.045446,0.0454460009932518,0.06946,0.142824,0.165495,0.265989989042282
2020-04-20,788019,GE,0.0,0.0,0.0,0.0,0.0,-1.0
2020-03-21,19115,HR,0.478095,0.761726975440979,0.930708,1.176042,1.267861,1.2678610086441
2020-04-28,160483,JP,19.192552,22.1628837585449,32.395995,34.907084,36.616425,-1.0
2020-05-18,794235,HT,0.002231,0.0022309999912977,0.002231,0.002231,0.002231,-1.0
2020-03-30,19115,QA,0.004183,0.0041829999536275,0.004183,0.004183,0.004183,0.0041829999536275
2020-04-17,93806,PL,92.6107128943089,97.6732215881348,102.474208796748,114.188550471545,118.565096471545,120.046634674072
2020-05-08,788709,KZ,0.0338,0.0337999984622001,0.0338,0.571715,0.571715,-1.0
2020-05-12,161271,UA,6.004796,6.41864097118378,8.07219,11.609415,14.5804,-1.0
2020-04-26,19115,TW,1.023589,1.02358901500702,1.023589,1.023589,1.023589,-1.0
2020-04-22,790592,SK,15.813345,17.7238292694092,22.546183,24.344254,26.392541,-1.0
2020-04-26,159253,AT,0.096112,0.0961119979619979,0.096112,0.158527,0.158527,-1.0
2020-03-27,95842,UN,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,787481,DE,0.189116,0.196430996060371,0.356985,0.390848,0.892822,-1.0
2020-04-17,788636,KZ,12.950016,15.3244876861572,20.655196,24.908208,29.453217,32.9361839294434
2020-05-12,19115,RU,93.672369,106.351840496063,136.893714,164.329685,193.398583,-1.0
2020-04-10,789191,PH,0.005614,0.0056139999069273,0.005614,0.005614,0.005614,0.0056139999069273
2020-03-30,159854,IT,7.45135937704918,10.3559659719467,21.978273442623,22.134772442623,22.162034442623,22.1703948974609
2020-03-19,788761,KZ,3.61541,4.06870412826538,5.512673,8.035385,9.8951,11.030571937561
2020-04-19,90039,BE,0.044327,0.0443269982933998,0.044327,0.044327,0.044327,-1.0
2020-04-30,22083,SA,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-18,790678,TW,9.019982,9.9559736251831,13.011247,13.432583,13.886379,14.9595832824707
2020-04-24,792410,PY,0.110044,0.11753299832344,0.12058,0.12058,0.12375,-1.0
2020-05-15,792410,VN,0.318558,0.473419994115829,0.507803,0.516342,0.529124,-1.0
2020-04-01,788454,JP,0.977855,1.00676703453064,1.160374,1.160374,1.160374,1.16037404537201
2020-04-19,792342,PY,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-09,788109,IL,0.714957,0.79737401008606,0.99443,1.057906,1.096753,1.18569695949554
2020-05-13,789909,RU,6.913392,7.90868520736694,11.055539,13.406209,17.168716,-1.0
2020-05-18,792410,AM,0.912157,1.14384400844574,1.506228,1.773814,2.000782,-1.0
2020-05-09,90619,UN,0.0,0.0,0.0,0.0,0.0,-1.0
2020-05-02,794235,LB,0.187703,0.2793830037117,0.44381,0.666772,0.830617,-1.0
2020-04-15,22083,TW,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-18,22083,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,794235,BF,0.0,0.0,0.0,0.0,0.0,-1.0
2020-03-20,94692,UA,1.751115,1.76915097236633,2.307996,3.089846,10.957704,11.2311778068542
2020-04-28,792410,CG,0.038609,0.0386090017855167,0.053625,0.061225,0.061225,-1.0
2020-04-22,788298,IT,0.014254,0.0195460002869367,0.019546,0.0487719999999999,0.082092,-1.0
2020-04-28,19115,US,18.883553,19.9098093509674,20.513731,21.996631,23.717549,-1.0
2020-04-30,19115,SE,0.229332,0.229332000017166,0.229332,0.229332,0.229332,-1.0
2020-04-25,794235,NI,0.001936,0.0086780004203319,0.008678,0.008678,0.008678,-1.0
2020-04-04,19115,FI,9.15056225806452,9.27526235580444,15.3791811935484,15.8880001935484,22.5287873225806,29.1473627090454
2020-04-02,90619,DK,1.868303,2.0133570432663,2.27382,2.296468,2.381778,2.45668303966522
2020-04-13,94530,SK,1.411618,1.43132698535919,1.435152,1.45098,1.483139,1.48313903808594
2020-04-20,19115,BE,1.435961,12.2773261070251,13.1112349834711,13.5325619834711,14.7244229834711,-1.0
2020-03-26,161666,CH,0.107,0.10700000077486,0.107,0.107,0.107,0.10700000077486
2020-04-15,19115,NO,0.225084,0.240778997540474,0.240779,0.29646,0.29646,0.296460002660751
2020-04-10,790629,SK,0.229108,0.237111002206802,0.237111,0.237111,0.249425,0.249424993991852
2020-05-18,786714,BY,0.0339499999999999,0.033950001001358,0.0339499999999999,0.0339499999999999,0.0339499999999999,-1.0
2020-05-14,794235,MR,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-10,791542,UK,18.723294,20.9788703918457,27.747438,39.186952,52.901796,60.6901397705078
2020-05-14,794235,TT,0.000495,0.0004949999856763,0.000495,0.000495,0.000495,-1.0
2020-03-20,789016,NO,0.0593809999999999,0.0593810006976127,0.0593809999999999,0.0593809999999999,0.083881,0.0838809981942176
2020-03-20,96175,RS,0.019403,0.0194029994308948,0.024956,0.041572,0.064662,0.0646620020270347
2020-03-27,160845,RU,47.230293,72.2149181365967,88.264014,103.766315,125.730217,132.581525802612
2020-04-17,22083,US,2.321673,2.3666729927063,2.503023,2.605745,2.605745,2.68410491943359
2020-04-05,19115,ES,2.506878,2.95556211471558,3.705934,4.390372,5.142722,5.50291776657104
2020-05-03,19115,PL,67.5600994878049,69.1993980407715,86.0156504878049,90.2340914878049,93.6374494878049,-1.0
2020-03-26,90619,AT,0.33602,0.336019992828369,0.421344,0.711987,0.752787,0.812629997730255
2020-04-26,794235,EG,0.055902,0.0564920008182525,0.189595,0.285006,0.285006,-1.0
2020-04-25,794235,MA,0.012147,0.0143210003152489,0.014321,0.014321,0.014321,-1.0
2020-04-12,94033,PL,10.1430272682927,10.5215449333191,11.3995902682927,12.4222222682927,13.3223582682927,14.3185448646545
2020-04-06,94296,SE,20.006531,20.0065307617187,27.56908,27.56908,34.352872,34.4203462600708
2020-03-21,159854,FR,2.350465,2.79482197761536,4.24705,4.563356,5.641036,7.39411306381226
2020-04-13,19115,HK,0.193849,0.193848997354507,0.193849,0.193849,0.193849,0.193848997354507
2020-03-28,158780,BR,0.047575,0.0475750006735324,0.065754,0.065754,0.072323,0.0723230019211769
2020-04-06,91872,FR,12.9646826666667,14.3231720924377,15.4431656666667,15.7473236666667,15.9358136666667,16.0027403831482
2020-03-24,90133,BY,2.326476,2.64141702651978,3.459419,4.015797,4.789599,4.83016920089722
2020-04-29,19115,UA,3.726139,4.22042894363403,5.112743,5.879431,7.481294,-1.0
2020-03-22,161569,US,0.394774,0.394773989915848,0.394774,0.394774,0.394774,0.528838992118835
2020-04-15,92551,IE,0.48244,0.482439994812012,0.48244,0.48244,0.48244,0.482439994812012
2020-04-21,790034,RU,12.069912,13.7254772186279,17.343709,24.566991,31.778627,-1.0
2020-05-05,787170,CZ,0.0306929999999999,0.0306930001825094,0.0409319999999999,0.0409319999999999,0.0409319999999999,-1.0
2020-04-05,787733,FR,9.47504,11.1985006332397,14.30426,17.886724,24.410142,30.6986389160156
2020-05-05,159253,DK,0.715235,0.715234994888306,0.715235,0.715235,0.715235,-1.0
2020-05-14,794235,BA,0.117675,0.132238000631332,0.15725,0.213583,0.2628,-1.0
2020-04-02,19115,DE,72.1610458571429,78.2431535720825,100.842743857143,112.777570285714,126.029948285714,130.802465438843
2020-04-06,788437,JP,0.808554,1.03998196125031,1.362858,1.362858,1.362858,1.36285805702209
2020-04-25,794235,AZ,0.001323,0.0013229999458417,0.001323,0.001323,0.001323,-1.0
2020-04-23,22083,DE,9.184334,11.5549116134644,15.806191,18.960048,19.322658,-1.0
2020-05-18,22083,BR,0.456347,0.456346988677979,0.456347,0.456347,0.456347,-1.0
2020-04-03,787456,DE,0.012328,0.0123279998078942,0.012328,0.012328,0.012328,0.0123279998078942
2020-03-20,19115,PH,0.838469,0.870607018470764,0.871464,0.877896,1.026726,1.02672600746155
2020-03-18,91502,FI,0.0,0.0,0.0,0.0,0.0,0.0165389999747276
2020-03-20,159253,DE,0.952745,1.05807602405548,1.382973,2.379847,2.581964,2.7230179309845
2020-04-01,19115,HU,0.548898,0.548897981643677,0.598738,0.605238,0.643252,0.664601027965546
2020-04-27,22083,CH,0.062,0.061999998986721,0.0799999999999999,0.0799999999999999,0.0799999999999999,-1.0
2020-04-27,19115,UK,1.775284,3.60579204559326,3.605792,3.883028,3.883028,-1.0
2020-04-24,19115,DK,4.113575,4.45009183883667,5.549749,6.183693,6.823817,-1.0
2020-04-18,98067,US,0.060779,0.408612996339798,2.887468,2.928036,14.072014,14.0720139741898
2020-04-25,94628,TW,2.599656,2.5996561050415,2.599656,2.599656,2.599656,-1.0
2020-05-03,786589,BR,0.00311,0.0031099999323487,0.00311,0.00311,0.00311,-1.0
2020-05-14,794235,CO,0.569167,0.572529017925262,0.652759,0.77443,0.921133,-1.0
2020-05-06,95659,US,49.671996,54.1669731140137,60.737604,69.442509,77.42994,-1.0
2020-05-12,803115,DE,0.401456,0.601154983043671,0.962982,1.321706,1.599325,-1.0
2020-04-22,19115,IT,2.595223,2.68627500534058,10.8372798196721,12.8447808196721,36.2044913606557,-1.0
2020-04-27,794235,KH,0.07843,0.0784299969673156,0.07843,0.07843,0.07843,-1.0
2020-05-02,789616,RU,1.002569,1.14086103439331,1.372014,1.592361,1.763198,-1.0
2020-03-27,161666,NO,0.0614949999999999,0.0614949986338615,0.0614949999999999,0.0614949999999999,0.0614949999999999,0.0614949986338615
2020-04-14,19115,CH,0.939548,0.939548015594482,1.493711,1.493711,1.493711,1.49371099472046
2020-04-19,95842,US,11.046619,19.0297746658325,20.661613,21.090442,22.728783,-1.0
2020-05-06,789436,PL,4.58257,5.0251030921936,6.495616,9.411898,10.920515,-1.0
2020-05-09,787112,CL,4.241018,5.44201278686523,8.64048957142857,10.8453815714286,12.9788025714286,-1.0
2020-05-06,160483,TW,4.417315,4.75166702270508,7.233089,10.899654,12.017381,-1.0
2020-05-07,794235,GR,0.007767,0.0097279995679855,0.009728,0.009728,0.009728,-1.0
2020-04-13,19115,IE,1.36516,1.55847096443176,2.393204,2.473653,3.048488,4.38468408584595
2020-04-30,788078,ID,0.107231,0.109449997544289,0.135031,0.16073,0.16073,-1.0
2020-05-18,160483,KR,3.411916,3.41191601753235,3.802542,4.076203,4.268544,-1.0
2020-04-20,94157,QA,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-28,94033,UN,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-20,790549,RU,2.308544,2.49660801887512,2.741705,3.145508,3.224242,-1.0
2020-04-18,786429,AT,0.662732,0.662732005119324,0.662732,0.662732,0.662732,0.662732005119324
2020-04-24,92440,HR,5.348134,6.51740884780884,8.86496,13.522732,14.673262,-1.0
2020-04-12,93687,NZ,0.250513,0.391202986240387,0.574209,0.964593,1.396874,1.39687395095825
2020-03-25,788794,KZ,11.617256,13.5322742462158,17.416437,21.225719,26.764768,33.0683701038361
2020-04-21,788531,KR,1.158785,1.1587849855423,1.158785,1.158785,1.158785,-1.0
2020-04-05,791179,UA,25.175021,27.9320363998413,29.678138,34.116272,39.659108,40.6728963851929
2020-04-05,92847,JP,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,94608,TW,5.669669,5.8344521522522,7.719647,13.299823,13.819649,14.3580121994019
2020-04-27,792410,MX,0.643591,0.706265985965729,1.306459,1.849388,1.887552,-1.0
2020-04-01,788982,MX,3.780217,3.97104811668396,4.786313,5.632756,6.538032,7.01326179504395
2020-04-20,787274,DE,11.39371,13.4672412872314,17.272304,22.70214,26.672288,-1.0
2020-04-30,787935,GE,3.988622,4.53903198242187,5.659779,6.974651,8.042712,-1.0
2020-05-02,794235,YE,0.03354,0.0335399992763996,0.03354,0.03354,0.03354,-1.0
2020-05-07,93761,NZ,0.0,0.0,0.0,0.0,0.0,-1.0
2020-05-06,93101,KR,0.239635,0.314741998910904,0.403707,0.506801,0.567258,-1.0
2020-04-01,94692,UN,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,19115,FR,10.892037,11.5540981292725,14.163131,17.307658,21.713786,22.4738807678223
2020-05-15,791854,US,6.196892,6.98448085784912,8.59468,8.70245,9.160447,-1.0
2020-03-22,90619,DE,14.4594502857143,15.744505405426,21.3280572857143,25.7124862857143,29.9979302857143,30.1826767921448
2020-04-21,89917,AU,11.4943901818182,11.9414085149765,14.9445231818182,15.4072301818182,21.0763569090909,-1.0
2020-04-21,791631,US,25.541682,27.2083051204681,32.446764,39.776421,44.197937,-1.0
2020-05-13,22083,FR,2.176239,2.68529391288757,3.564554,4.750011,4.801261,-1.0
2020-04-16,791872,US,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14,794235,TN,0.388342,0.414691001176834,0.512707,0.600205,0.652956,-1.0
2020-05-14,794235,MH,0.041094,0.0410940013825893,0.043599,0.043599,0.132384,-1.0
2020-04-25,92607,IT,31.8723568196721,33.9620766639709,47.6895535901639,53.4729685901639,57.2740755901639,-1.0
2020-04-29,792410,UZ,7.5986,8.76595115661621,11.15624,12.780962,15.098388,-1.0
2020-05-18,794235,PF,0.0113499999999999,0.0113500002771615,0.0113499999999999,0.015381,0.017611,-1.0
2020-05-06,794235,VE,0.109501,0.127094998955727,0.134196,0.147043,0.661579,-1.0
2020-05-12,19115,RO,0.992403,1.08358895778656,1.474263,1.965811,2.695993,-1.0
2020-04-14,19115,AT,0.090594,0.0905940011143684,0.090594,0.108459,0.108459,0.108459003269672
2020-05-16,19115,CZ,1.666952,1.67609703540802,1.818925,1.94825,2.152254,-1.0
2020-05-16,786995,CH,1.467055,1.56621205806732,1.971885,2.583591,3.262298,-1.0
2020-05-08,794235,JO,0.012189,0.0121889999136328,0.012189,0.017289,0.017289,-1.0
2020-03-26,160483,JP,0.53895,0.538950026035309,0.53895,0.53895,0.53895,0.538950026035309
2020-04-11,161271,UA,20.850342,23.106497168541,31.84188,38.906664,143.215072,148.248165130615
2020-03-18,787907,UK,0.428491,0.55314701795578,1.677221,1.973484,2.002865,2.01611304283142
2020-03-30,789575,RO,0.0,0.006002000067383,0.006002,0.006002,0.012785,0.0134560000151395
2020-04-23,19115,HR,0.665925,0.665925025939941,0.665925,0.665925,0.665925,-1.0
2020-05-05,794235,LY,0.041123,0.0455170013010501,0.144079,0.145461,0.146154,-1.0
2020-04-01,90430,CH,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,792192,UZ,0.666786,0.836448013782501,1.257637,1.398896,1.561382,1.85232496261597
2020-04-07,788709,KZ,6.07305571428572,6.38005089759827,7.57255171428571,8.23856871428571,9.02190171428572,9.71649956703186
2020-05-18,788636,KZ,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-11,19115,RU,54.48613,61.0672113895416,78.614115,93.736234,115.317612,131.068405389786
2020-03-24,19115,TW,11.2457994285714,11.5173392295837,13.9250594285714,17.4261904285714,21.4450294285714,23.2469010353088
2020-03-24,159253,AT,5.65463,6.37821292877197,7.746348,20.0070413333333,29.4684133333333,29.5090684890747
2020-04-04,787481,DE,33.9751857142857,37.3947696685791,46.0422127142857,54.7842317142857,67.7063177142857,80.8869953155518
2020-05-01,159854,IT,1.498441,3.79285478591919,5.45776691803279,7.60895791803279,12.7495659180328,-1.0
2020-05-13,794235,ZA,0.342053,0.351637005805969,0.394799,0.417437,0.417437,-1.0
2020-03-20,19115,KR,30.192785,35.5005912780762,44.537166,46.016994,49.818768,49.8187675476074
2020-03-28,158583,NZ,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,791913,US,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,790003,RU,0.30038,0.300379991531372,0.30038,0.30038,0.30038,-1.0
2020-05-08,22083,CA,1.405805,1.40580499172211,1.659869,1.80633,2.176476,-1.0
2020-04-21,159854,UK,2.99541,3.9001829624176,5.427059,7.728063,17.435012,-1.0
2020-05-16,22083,TW,2.519668,2.5196681022644,2.519668,2.519668,2.519668,-1.0
2020-04-10,92926,KR,24.6093164545455,26.6744737625122,28.7341994545455,29.2936144545455,29.3684154545455,29.3684148788452
2020-04-12,789909,RU,19.572608,22.0395932197571,31.279769,50.911825,66.164079,73.8225917816162
2020-05-18,794235,HN,0.131105,0.171232998371124,0.177763,0.21061,0.215123,-1.0
2020-03-26,786627,BR,20.813418,22.7680892944336,27.999564,33.770542,39.909969,42.9540863037109
2020-04-30,22083,RU,37.139666,42.8237342834473,58.450263,68.846067,81.444328,-1.0
2020-05-16,160696,PL,0.562493,0.85291999578476,1.167468,3.613839,3.738342,-1.0
2020-04-30,790778,UA,31.304523,35.0915298461914,48.556616,59.542321,72.312306,-1.0
2020-03-26,19115,US,30.76524,33.0565264225006,40.900643,78.139115,92.2377,93.498514175415
2020-04-22,94692,UA,41.2662483333333,59.667989730835,67.6114903333333,75.144325,84.388916,-1.0
2020-05-05,789292,PL,1.023323,1.0877480506897,1.234318,1.828841,2.875166,-1.0
2020-05-03,90619,DK,0.0,0.0,0.0,0.0,0.0,-1.0
2020-04-09,98067,AF,0.001103,0.001103000016883,0.001103,0.001103,0.001103,0.001103000016883
2020-03-18,19115,BE,0.237298,0.33110699057579,0.370097,0.383631,0.477226,0.966405987739563
2020-05-16,19115,NO,0.201956,0.201956003904343,0.201956,0.215345,0.215345,-1.0
